3385087.513442,545558.768101
3385138.769717,545596.582281
3385155.840887,545609.413746
3385164.740814,545609.757072
3385089.555204,545554.500305
3384989.397350,545479.843482
3384869.042778,545390.283926
3384810.168063,545345.232075
3384774.694172,545318.119385
3384245.522812,544921.473868
3384378.111466,545023.281439
3384440.326775,545070.982052
3384619.245769,545207.593737
3384693.294683,545264.474084
3384647.896539,544604.794820
3384605.900613,544605.471408
3384557.747184,544605.458245
3384504.986213,544605.110185
3384431.876144,544605.279673
3384331.312146,544603.737341
3384702.747178,545264.830356
3384633.698720,545213.370538
3384509.752435,545119.300609
3384370.996654,545012.605353
3384303.169762,544960.048721
3384251.259017,544919.554033
3383882.728213,544639.058885
3384029.238213,544754.006091
3384091.820322,544805.439225
3384149.646352,544850.917211
3384157.017724,544847.606598
3384049.986971,544764.578058
3383893.366788,544640.226006
3383558.594294,544382.593908
3383669.539690,544470.166376
3383771.459436,544551.376956
3383807.414598,544579.953671
3384980.421186,544878.998475
3384893.764495,544879.564736
3384829.111549,544880.461865
3384726.470994,544879.169101
3384686.218784,544878.654293
3384264.966906,544603.057933
3384219.640708,544603.553529
3384203.830099,544603.619907
3384189.326354,544604.498331
3384177.280867,544606.469946
3384156.661593,544605.761799
3384092.993923,544605.523127
3383989.913387,544606.372845
3383875.147212,544605.620971
3383883.431135,544613.224758
3383943.119044,544613.023028
3384008.435371,544612.899784
3384115.807420,544612.990614
3384232.430767,544614.798027
3384282.024826,544614.583106
3384613.476382,544852.573296
3384335.518257,544634.494531
3384621.115227,544850.399778
3384504.979641,544759.745603
3384356.551552,544642.298192
3384352.265337,544615.058961
3384402.501672,544615.223976
3384433.409461,544612.412286
3384467.640634,544612.629612
3384539.328136,544612.235098
3384642.619478,544613.082000
3384658.769994,544613.561190
3385198.037733,545666.005840
3384907.098492,545665.018855
3384907.098492,545665.018855
544344.724283,3370186.063149
544465.197697,3370184.409078
544609.162470,3370185.811241
544925.605447,3370221.383590
544926.171152,3370439.750628
544925.907558,3370516.919237
544915.818460,3370156.790287
544916.271826,3370071.380569
544915.634230,3370020.636411
544915.792721,3369955.679586
544916.091462,3369881.614979
544914.960994,3369836.719022
544913.601231,3369779.047481
544913.886833,3369759.948217
544924.407017,3369762.060615
544924.660966,3369805.861316
544924.006984,3369962.003672
544925.817632,3370094.898319
544925.335648,3370160.158888
545294.973569,3370193.699910
545233.647132,3370194.664772
545186.005008,3370193.162724
545161.944179,3370193.270456
545124.780846,3370193.744287
545019.106690,3370195.438462
544950.655406,3370195.668571
544954.969795,3370186.480519
545028.009097,3370186.549008
545087.868657,3370186.316280
545169.364727,3370186.293851
545220.875502,3370183.872964
545240.357402,3370182.712017
545297.190678,3370183.240136
545324.458219,3370504.482415
545325.152506,3370441.590010
545324.951735,3370385.614062
545324.068258,3370273.735668
545324.745361,3370221.514686
545334.252326,3370226.484364
545333.657023,3370268.188936
545332.231700,3370330.379144
545333.080730,3370444.410597
545334.112772,3370502.385772
545323.050687,3370157.958968
545322.697936,3370123.932878
545322.933848,3370094.473878
545323.686896,3370041.751902
545324.817442,3369966.498441
545324.978502,3369834.859218
545324.861697,3369756.904196
544616.847756,3369734.743298
544579.347029,3369734.580046
544523.656261,3369734.610731
544440.868782,3369735.549500
544404.146493,3369735.154937
545705.432512,3369764.778206
545704.683568,3369940.568005
545705.680189,3370125.868702
545705.621404,3370140.200425
545686.532480,3370143.673346
545687.009336,3370039.463170
545686.374412,3369904.664170
545686.820989,3369769.715819
545703.891520,3370230.473209
545704.636438,3370276.219597
545704.457337,3370373.969434
545703.525293,3370451.728337
545703.119296,3370469.890164
545683.844685,3370461.794842
545685.594337,3370360.621070
545685.523376,3370334.591560
545686.792848,3370231.141295
545646.237290,3370195.882507
545579.793110,3370194.834626
545527.097840,3370194.577045
545427.453098,3370194.538664
545362.664310,3370195.301383
544606.184429,3370196.177142
544464.316049,3370194.843169
544347.883861,3370198.261969
545362.050334,3370184.979386
545438.699220,3370185.516685
545485.294956,3370184.843143
545537.758794,3370185.258376
545599.715530,3370185.167187
545643.839019,3370184.395738
545333.639384,3369756.430972
545332.226325,3369857.862169
545331.244950,3370046.754715
545334.040387,3370138.446889
545334.228794,3370157.117672
545684.635170,3369689.622533
545684.210021,3369632.120683
545684.491974,3369558.534515
545684.369307,3369468.827829
545682.025811,3369402.647586
545356.462571,3369726.047881
545411.988614,3369726.781237
545471.712845,3369725.992418
545529.928198,3369726.884524
545581.817698,3369725.634140
545597.635218,3369725.758454
545635.609017,3369725.852707
545648.494734,3369725.533431
545648.840291,3369733.979473
545593.350156,3369733.577143
545518.379923,3369734.024785
545428.447032,3369733.699996
545383.208619,3369734.936619
545355.984000,3369735.551276
544957.729919,3369726.900247
545059.944792,3369727.201222
545107.837499,3369727.122701
545245.003825,3369726.529511
545302.117014,3369725.349378
544639.874041,3370536.037498
544640.549721,3370493.129511
544640.532540,3370444.931569
544640.178819,3370392.545259
544640.342921,3370319.127143
544638.786487,3370220.392670
545302.475545,3369734.341817
545250.804832,3369733.364470
545156.352011,3369733.252252
545049.226410,3369734.010284
544996.459309,3369734.539757
544955.803141,3369735.133103
544674.204318,3369726.359057
544789.600148,3369726.258817
544841.235239,3369722.866270
544886.892768,3369722.168462
544883.570040,3369733.821209
544800.214214,3369733.475502
544675.376728,3369735.526412
544416.754845,3369725.246366
544504.660996,3369726.525997
544586.183256,3369726.160151
544614.870186,3369725.988322
544915.152810,3370517.750104
544915.713894,3370430.248675
544916.608994,3370364.351748
544915.302513,3370263.249254
544914.782296,3370223.610311
544638.099052,3370154.825272
544638.592782,3370108.812553
544638.658108,3370092.897613
544639.538649,3370077.260650
544641.516704,3370062.697487
544640.804188,3370042.950816
544640.559371,3369979.505138
544641.403798,3369875.215060
544640.639636,3369761.257322
544648.272759,3369759.898268
544648.075190,3369819.918268
544647.956867,3369885.474175
544648.056893,3369992.867454
544649.880743,3370107.343882
544649.669102,3370157.273980
544888.594518,3370184.462711
544669.660152,3370185.531555
544886.413273,3370194.916358
544795.401449,3370195.252739
544677.495064,3370196.665257
544650.152547,3370226.999522
544650.322329,3370277.090200
544647.502574,3370311.607846
544647.723544,3370345.606607
544647.333453,3370417.886237
544648.192072,3370520.233601
544648.674404,3370535.796176
545705.323749,3369690.808435
545704.305718,3369400.811827
545704.305718,3369400.811827
544344.724283,3370186.063149
544465.197697,3370184.409078
544609.162470,3370185.811241
544925.605447,3370221.383590
544926.171152,3370439.750628
544925.907558,3370516.919237
544915.818460,3370156.790287
544916.271826,3370071.380569
544915.634230,3370020.636411
544915.792721,3369955.679586
544916.091462,3369881.614979
544914.960994,3369836.719022
544913.601231,3369779.047481
544913.886833,3369759.948217
544924.407017,3369762.060615
544924.660966,3369805.861316
544924.006984,3369962.003672
544925.817632,3370094.898319
544925.335648,3370160.158888
545294.973569,3370193.699910
545233.647132,3370194.664772
545186.005008,3370193.162724
545161.944179,3370193.270456
545124.780846,3370193.744287
545019.106690,3370195.438462
544950.655406,3370195.668571
544954.969795,3370186.480519
545028.009097,3370186.549008
545087.868657,3370186.316280
545169.364727,3370186.293851
545220.875502,3370183.872964
545240.357402,3370182.712017
545297.190678,3370183.240136
545324.458219,3370504.482415
545325.152506,3370441.590010
545324.951735,3370385.614062
545324.068258,3370273.735668
545324.745361,3370221.514686
545334.252326,3370226.484364
545333.657023,3370268.188936
545332.231700,3370330.379144
545333.080730,3370444.410597
545334.112772,3370502.385772
545323.050687,3370157.958968
545322.697936,3370123.932878
545322.933848,3370094.473878
545323.686896,3370041.751902
545324.817442,3369966.498441
545324.978502,3369834.859218
545324.861697,3369756.904196
544616.847756,3369734.743298
544579.347029,3369734.580046
544523.656261,3369734.610731
544440.868782,3369735.549500
544404.146493,3369735.154937
545705.432512,3369764.778206
545704.683568,3369940.568005
545705.680189,3370125.868702
545705.621404,3370140.200425
545686.532480,3370143.673346
545687.009336,3370039.463170
545686.374412,3369904.664170
545686.820989,3369769.715819
545703.891520,3370230.473209
545704.636438,3370276.219597
545704.457337,3370373.969434
545703.525293,3370451.728337
545703.119296,3370469.890164
545683.844685,3370461.794842
545685.594337,3370360.621070
545685.523376,3370334.591560
545686.792848,3370231.141295
545646.237290,3370195.882507
545579.793110,3370194.834626
545527.097840,3370194.577045
545427.453098,3370194.538664
545362.664310,3370195.301383
544606.184429,3370196.177142
544464.316049,3370194.843169
544347.883861,3370198.261969
545362.050334,3370184.979386
545438.699220,3370185.516685
545485.294956,3370184.843143
545537.758794,3370185.258376
545599.715530,3370185.167187
545643.839019,3370184.395738
545333.639384,3369756.430972
545332.226325,3369857.862169
545331.244950,3370046.754715
545334.040387,3370138.446889
545334.228794,3370157.117672
545684.635170,3369689.622533
545684.210021,3369632.120683
545684.491974,3369558.534515
545684.369307,3369468.827829
545682.025811,3369402.647586
545356.462571,3369726.047881
545411.988614,3369726.781237
545471.712845,3369725.992418
545529.928198,3369726.884524
545581.817698,3369725.634140
545597.635218,3369725.758454
545635.609017,3369725.852707
545648.494734,3369725.533431
545648.840291,3369733.979473
545593.350156,3369733.577143
545518.379923,3369734.024785
545428.447032,3369733.699996
545383.208619,3369734.936619
545355.984000,3369735.551276
544957.729919,3369726.900247
545059.944792,3369727.201222
545107.837499,3369727.122701
545245.003825,3369726.529511
545302.117014,3369725.349378
544639.874041,3370536.037498
544640.549721,3370493.129511
544640.532540,3370444.931569
544640.178819,3370392.545259
544640.342921,3370319.127143
544638.786487,3370220.392670
545302.475545,3369734.341817
545250.804832,3369733.364470
545156.352011,3369733.252252
545049.226410,3369734.010284
544996.459309,3369734.539757
544955.803141,3369735.133103
544674.204318,3369726.359057
544789.600148,3369726.258817
544841.235239,3369722.866270
544886.892768,3369722.168462
544883.570040,3369733.821209
544800.214214,3369733.475502
544675.376728,3369735.526412
544416.754845,3369725.246366
544504.660996,3369726.525997
544586.183256,3369726.160151
544614.870186,3369725.988322
544915.152810,3370517.750104
544915.713894,3370430.248675
544916.608994,3370364.351748
544915.302513,3370263.249254
544914.782296,3370223.610311
544638.099052,3370154.825272
544638.592782,3370108.812553
544638.658108,3370092.897613
544639.538649,3370077.260650
544641.516704,3370062.697487
544640.804188,3370042.950816
544640.559371,3369979.505138
544641.403798,3369875.215060
544640.639636,3369761.257322
544648.272759,3369759.898268
544648.075190,3369819.918268
544647.956867,3369885.474175
544648.056893,3369992.867454
544649.880743,3370107.343882
544649.669102,3370157.273980
544888.594518,3370184.462711
544669.660152,3370185.531555
544886.413273,3370194.916358
544795.401449,3370195.252739
544677.495064,3370196.665257
544650.152547,3370226.999522
544650.322329,3370277.090200
544647.502574,3370311.607846
544647.723544,3370345.606607
544647.333453,3370417.886237
544648.192072,3370520.233601
544648.674404,3370535.796176
545705.323749,3369690.808435
545704.305718,3369400.811827
545704.305718,3369400.811827
544344.724283,3370186.063149
544465.197697,3370184.409078
544609.162470,3370185.811241
544925.605447,3370221.383590
544926.171152,3370439.750628
544925.907558,3370516.919237
544915.818460,3370156.790287
544916.271826,3370071.380569
544915.634230,3370020.636411
544915.792721,3369955.679586
544916.091462,3369881.614979
544914.960994,3369836.719022
544913.601231,3369779.047481
544913.886833,3369759.948217
544924.407017,3369762.060615
544924.660966,3369805.861316
544924.006984,3369962.003672
544925.817632,3370094.898319
544925.335648,3370160.158888
545294.973569,3370193.699910
545233.647132,3370194.664772
545186.005008,3370193.162724
545161.944179,3370193.270456
545124.780846,3370193.744287
545019.106690,3370195.438462
544950.655406,3370195.668571
544954.969795,3370186.480519
545028.009097,3370186.549008
545087.868657,3370186.316280
545169.364727,3370186.293851
545220.875502,3370183.872964
545240.357402,3370182.712017
545297.190678,3370183.240136
545324.458219,3370504.482415
545325.152506,3370441.590010
545324.951735,3370385.614062
545324.068258,3370273.735668
545324.745361,3370221.514686
545334.252326,3370226.484364
545333.657023,3370268.188936
545332.231700,3370330.379144
545333.080730,3370444.410597
545334.112772,3370502.385772
545323.050687,3370157.958968
545322.697936,3370123.932878
545322.933848,3370094.473878
545323.686896,3370041.751902
545324.817442,3369966.498441
545324.978502,3369834.859218
545324.861697,3369756.904196
544616.847756,3369734.743298
544579.347029,3369734.580046
544523.656261,3369734.610731
544440.868782,3369735.549500
544404.146493,3369735.154937
545705.432512,3369764.778206
545704.683568,3369940.568005
545705.680189,3370125.868702
545705.621404,3370140.200425
545686.532480,3370143.673346
545687.009336,3370039.463170
545686.374412,3369904.664170
545686.820989,3369769.715819
545703.891520,3370230.473209
545704.636438,3370276.219597
545704.457337,3370373.969434
545703.525293,3370451.728337
545703.119296,3370469.890164
545683.844685,3370461.794842
545685.594337,3370360.621070
545685.523376,3370334.591560
545686.792848,3370231.141295
545646.237290,3370195.882507
545579.793110,3370194.834626
545527.097840,3370194.577045
545427.453098,3370194.538664
545362.664310,3370195.301383
544606.184429,3370196.177142
544464.316049,3370194.843169
544347.883861,3370198.261969
545362.050334,3370184.979386
545438.699220,3370185.516685
545485.294956,3370184.843143
545537.758794,3370185.258376
545599.715530,3370185.167187
545643.839019,3370184.395738
545333.639384,3369756.430972
545332.226325,3369857.862169
545331.244950,3370046.754715
545334.040387,3370138.446889
545334.228794,3370157.117672
545684.635170,3369689.622533
545684.210021,3369632.120683
545684.491974,3369558.534515
545684.369307,3369468.827829
545682.025811,3369402.647586
545356.462571,3369726.047881
545411.988614,3369726.781237
545471.712845,3369725.992418
545529.928198,3369726.884524
545581.817698,3369725.634140
545597.635218,3369725.758454
545635.609017,3369725.852707
545648.494734,3369725.533431
545648.840291,3369733.979473
545593.350156,3369733.577143
545518.379923,3369734.024785
545428.447032,3369733.699996
545383.208619,3369734.936619
545355.984000,3369735.551276
544957.729919,3369726.900247
545059.944792,3369727.201222
545107.837499,3369727.122701
545245.003825,3369726.529511
545302.117014,3369725.349378
544639.874041,3370536.037498
544640.549721,3370493.129511
544640.532540,3370444.931569
544640.178819,3370392.545259
544640.342921,3370319.127143
544638.786487,3370220.392670
545302.475545,3369734.341817
545250.804832,3369733.364470
545156.352011,3369733.252252
545049.226410,3369734.010284
544996.459309,3369734.539757
544955.803141,3369735.133103
544674.204318,3369726.359057
544789.600148,3369726.258817
544841.235239,3369722.866270
544886.892768,3369722.168462
544883.570040,3369733.821209
544800.214214,3369733.475502
544675.376728,3369735.526412
544416.754845,3369725.246366
544504.660996,3369726.525997
544586.183256,3369726.160151
544614.870186,3369725.988322
544915.152810,3370517.750104
544915.713894,3370430.248675
544916.608994,3370364.351748
544915.302513,3370263.249254
544914.782296,3370223.610311
544638.099052,3370154.825272
544638.592782,3370108.812553
544638.658108,3370092.897613
544639.538649,3370077.260650
544641.516704,3370062.697487
544640.804188,3370042.950816
544640.559371,3369979.505138
544641.403798,3369875.215060
544640.639636,3369761.257322
544648.272759,3369759.898268
544648.075190,3369819.918268
544647.956867,3369885.474175
544648.056893,3369992.867454
544649.880743,3370107.343882
544649.669102,3370157.273980
544888.594518,3370184.462711
544669.660152,3370185.531555
544886.413273,3370194.916358
544795.401449,3370195.252739
544677.495064,3370196.665257
544650.152547,3370226.999522
544650.322329,3370277.090200
544647.502574,3370311.607846
544647.723544,3370345.606607
544647.333453,3370417.886237
544648.192072,3370520.233601
544648.674404,3370535.796176
545705.323749,3369690.808435
545704.305718,3369400.811827
545704.305718,3369400.811827
